date,id
2020-12-12 14:02:01.132288+00:00,7543777398
2020-12-12 14:04:10.311510+00:00,7543777398
2020-12-12 14:12:31.264413+00:00,7543777398
2020-12-12 14:13:26.498769+00:00,7543777398
2020-12-12 14:13:58.849978+00:00,7543777398
2020-12-12 14:16:29.293118+00:00,7543777398
2020-12-12 14:16:42.888790+00:00,7543777398
2020-12-12 14:16:49.526761+00:00,7543777398
2020-12-12 14:21:07.198962+00:00,7543777398
2020-12-12 14:21:09.643360+00:00,7543777398
2020-12-12 14:22:26.684711+00:00,7543777398
2020-12-12 14:22:30.378970+00:00,7543777398
2020-12-12 14:22:34.240311+00:00,7543777398
2020-12-12 14:23:33.919639+00:00,7543777398
2020-12-12 14:23:35.492735+00:00,7543777398
2020-12-12 14:23:36.843640+00:00,7543777398
2020-12-12 14:27:58.372583+00:00,7543777398
2020-12-12 14:27:59.883676+00:00,7543777398
2020-12-12 14:28:00.942491+00:00,7543777398
2020-12-12 14:28:06.622164+00:00,7543777398
2020-12-12 14:28:09.166675+00:00,7543777398
2020-12-12 14:29:00.070974+00:00,7543777398
2020-12-12 14:29:01.578720+00:00,7543777398
2020-12-12 14:29:03.169415+00:00,7543777398
2020-12-12 14:32:17.286060+00:00,7543777398
2020-12-12 14:38:16.928434+00:00,7543777398
2020-12-12 14:38:22.781752+00:00,7543777398
2020-12-12 14:38:23.795880+00:00,7543777398
2020-12-12 14:38:48.778406+00:00,7543777398
2020-12-12 14:38:50.590549+00:00,7543777398
2020-12-12 14:38:53.271500+00:00,7543777398
2020-12-12 14:40:16.478841+00:00,7543777398
2020-12-12 14:41:14.111236+00:00,7543777398
2020-12-12 14:41:15.762698+00:00,7543777398
2020-12-12 14:41:19.035291+00:00,7543777398
2020-12-12 14:41:24.327161+00:00,7543777398
2020-12-12 14:41:25.740801+00:00,7543777398
2020-12-12 14:41:32.998321+00:00,7543777398
2020-12-12 14:41:40.588298+00:00,7543777398
2020-12-12 14:42:56.181736+00:00,7543777398
2020-12-12 14:43:18.693303+00:00,7543777398
2020-12-12 14:43:21.316859+00:00,7543777398
2020-12-12 14:43:31.366575+00:00,7543777398
2020-12-12 14:43:41.309747+00:00,7543777398
2020-12-12 14:43:47.616254+00:00,7543777398
